Timestamp,Account,DateActivity,Task,Quantity,ManHours,AccountID
7/23/13 12:32,Rad Booty Apparel,7/22/13,Containers Received,2,0,10301010
7/24/13 9:32,Rad Booty Apparel,7/23/13,Containers Received,2,0,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Containers Received,2,0,10301010
7/26/13 12:27,Rad Booty Apparel,7/25/13,Containers Received,1,0,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Containers Received,1,0,10301010
7/30/13 9:46,Rad Booty Apparel,7/29/13,Containers Received,1,0,10301010
7/31/13 12:53,Rad Booty Apparel,7/30/13,Containers Received,1,0,10301010
7/2/13 13:41,Rad Booty Apparel,7/1/13,Pack GOH,670,58,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Pack GOH,2577,204.25,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Pack GOH,1024,89,10301010
7/8/13 12:33,Rad Booty Apparel,7/5/13,Pack GOH,197,17,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Pack GOH,819,69.75,10301010
7/10/13 11:53,Rad Booty Apparel,7/9/13,Pack GOH,553,41.5,10301010
7/11/13 12:09,Rad Booty Apparel,7/10/13,Pack GOH,420,29.5,10301010
7/12/13 13:56,Rad Booty Apparel,7/11/13,Pack GOH,1004,73.75,10301010
7/15/13 12:14,Rad Booty Apparel,7/12/13,Pack GOH,389,40,10301010
7/16/13 12:12,Rad Booty Apparel,7/15/13,Pack GOH,573,43.75,10301010
7/17/13 12:11,Rad Booty Apparel,7/16/13,Pack GOH,591,41.75,10301010
7/18/13 12:16,Rad Booty Apparel,7/17/13,Pack GOH,411,30,10301010
7/19/13 12:25,Rad Booty Apparel,7/18/13,Pack GOH,646,49,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Pack GOH,463,33.75,10301010
7/23/13 12:33,Rad Booty Apparel,7/22/13,Pack GOH,616,43,10301010
7/24/13 9:34,Rad Booty Apparel,7/23/13,Pack GOH,479,30,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Pack GOH,413,30,10301010
7/26/13 12:27,Rad Booty Apparel,7/25/13,Pack GOH,465,31,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Pack GOH,243,16,10301010
7/30/13 9:53,Rad Booty Apparel,7/29/13,Pack GOH,897,60,10301010
7/31/13 12:54,Rad Booty Apparel,7/30/13,Pack GOH,1644,116.5,10301010
8/1/13 12:57,Rad Booty Apparel,7/31/13,Pack GOH,311,20.5,10301010
7/2/13 13:38,Rad Booty Apparel,7/1/13,Pick GOH,4687,22,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Pick GOH,10648,51,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Pick GOH,7526,35,10301010
7/8/13 12:33,Rad Booty Apparel,7/5/13,Pick GOH,2762,12.25,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Pick GOH,3051,13,10301010
7/10/13 11:53,Rad Booty Apparel,7/9/13,Pick GOH,2976,12.25,10301010
7/11/13 12:08,Rad Booty Apparel,7/10/13,Pick GOH,3036,12,10301010
7/12/13 13:55,Rad Booty Apparel,7/11/13,Pick GOH,2662,11,10301010
7/15/13 12:14,Rad Booty Apparel,7/12/13,Pick GOH,4081,18,10301010
7/16/13 12:12,Rad Booty Apparel,7/15/13,Pick GOH,2967,13,10301010
7/17/13 12:11,Rad Booty Apparel,7/16/13,Pick GOH,2740,12,10301010
7/18/13 12:16,Rad Booty Apparel,7/17/13,Pick GOH,2733,13.25,10301010
7/19/13 12:25,Rad Booty Apparel,7/18/13,Pick GOH,2085,9,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Pick GOH,3155,14,10301010
7/23/13 12:33,Rad Booty Apparel,7/22/13,Pick GOH,3080,16,10301010
7/24/13 9:34,Rad Booty Apparel,7/23/13,Pick GOH,3100,16,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Pick GOH,3400,15,10301010
7/26/13 12:27,Rad Booty Apparel,7/25/13,Pick GOH,5300,23,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Pick GOH,4294,20,10301010
7/30/13 9:52,Rad Booty Apparel,7/29/13,Pick GOH,6058,27,10301010
7/31/13 12:54,Rad Booty Apparel,7/30/13,Pick GOH,5409,25.5,10301010
8/1/13 12:56,Rad Booty Apparel,7/31/13,Pick GOH,4135,19,10301010
7/2/13 13:32,Rad Booty Apparel,7/1/13,Put Away GOH,9856,6,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Put Away GOH,8089,5,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Put Away GOH,6480,4,10301010
7/8/13 12:32,Rad Booty Apparel,7/5/13,Put Away GOH,6523,4,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Put Away GOH,6523,4,10301010
7/10/13 11:52,Rad Booty Apparel,7/9/13,Put Away GOH,8562,5,10301010
7/11/13 12:08,Rad Booty Apparel,7/10/13,Put Away GOH,8526,5,10301010
7/12/13 13:53,Rad Booty Apparel,7/11/13,Put Away GOH,7256,5,10301010
7/15/13 12:13,Rad Booty Apparel,7/12/13,Put Away GOH,8215,5,10301010
7/16/13 12:11,Rad Booty Apparel,7/15/13,Put Away GOH,8100,5.25,10301010
7/17/13 12:11,Rad Booty Apparel,7/16/13,Put Away GOH,6526,4,10301010
7/18/13 12:16,Rad Booty Apparel,7/17/13,Put Away GOH,8856,6,10301010
7/19/13 12:25,Rad Booty Apparel,7/18/13,Put Away GOH,9652,6,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Put Away GOH,9625,6,10301010
7/23/13 12:33,Rad Booty Apparel,7/22/13,Put Away GOH,9623,6,10301010
7/24/13 9:33,Rad Booty Apparel,7/23/13,Put Away GOH,9562,6,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Put Away GOH,10236,6,10301010
7/26/13 12:27,Rad Booty Apparel,7/25/13,Put Away GOH,8569,5,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Put Away GOH,9600,6,10301010
7/30/13 9:48,Rad Booty Apparel,7/29/13,Put Away GOH,8000,5,10301010
7/31/13 12:54,Rad Booty Apparel,7/30/13,Put Away GOH,9652,6,10301010
7/2/13 13:27,Rad Booty Apparel,7/1/13,Receive GOH,6800,9,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Receive GOH,3250,4.25,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Receive GOH,4850,6.5,10301010
7/8/13 12:32,Rad Booty Apparel,7/5/13,Receive GOH,1650,2,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Receive GOH,1650,2,10301010
7/10/13 11:52,Rad Booty Apparel,7/9/13,Receive GOH,5961,7.75,10301010
7/11/13 12:08,Rad Booty Apparel,7/10/13,Receive GOH,3250,4.25,10301010
7/12/13 13:52,Rad Booty Apparel,7/11/13,Receive GOH,4850,6.25,10301010
7/15/13 12:12,Rad Booty Apparel,7/12/13,Receive GOH,3250,4.25,10301010
7/16/13 12:10,Rad Booty Apparel,7/15/13,Receive GOH,4875,6.5,10301010
7/17/13 12:10,Rad Booty Apparel,7/16/13,Receive GOH,3850,5,10301010
7/18/13 12:16,Rad Booty Apparel,7/17/13,Receive GOH,7600,10,10301010
7/19/13 12:25,Rad Booty Apparel,7/18/13,Receive GOH,4850,6.25,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Receive GOH,3250,4.25,10301010
7/23/13 12:33,Rad Booty Apparel,7/22/13,Receive GOH,6450,8.5,10301010
7/24/13 9:32,Rad Booty Apparel,7/23/13,Receive GOH,5990,7.75,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Receive GOH,4850,6.25,10301010
7/26/13 12:27,Rad Booty Apparel,7/25/13,Receive GOH,3250,4.25,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Receive GOH,1790,2.25,10301010
7/30/13 9:46,Rad Booty Apparel,7/29/13,Receive GOH,2150,2.75,10301010
7/31/13 12:54,Rad Booty Apparel,7/30/13,Receive GOH,3250,4.25,10301010
7/2/13 13:46,Rad Booty Apparel,7/1/13,Ship Cartons - LTL,109,1,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Ship Cartons - LTL,171,1,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Ship Cartons - LTL,1216,8.5,10301010
7/8/13 12:34,Rad Booty Apparel,7/5/13,Ship Cartons - LTL,893,5.75,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Ship Cartons - LTL,726,4,10301010
7/10/13 11:53,Rad Booty Apparel,7/9/13,Ship Cartons - LTL,585,3,10301010
7/11/13 12:10,Rad Booty Apparel,7/10/13,Ship Cartons - LTL,258,1.5,10301010
7/12/13 13:59,Rad Booty Apparel,7/11/13,Ship Cartons - LTL,313,2,10301010
7/15/13 12:15,Rad Booty Apparel,7/12/13,Ship Cartons - LTL,618,3.5,10301010
7/16/13 12:12,Rad Booty Apparel,7/15/13,Ship Cartons - LTL,384,2,10301010
7/17/13 12:12,Rad Booty Apparel,7/16/13,Ship Cartons - LTL,195,1.25,10301010
7/18/13 12:17,Rad Booty Apparel,7/17/13,Ship Cartons - LTL,623,2.75,10301010
7/19/13 12:26,Rad Booty Apparel,7/18/13,Ship Cartons - LTL,149,1,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Ship Cartons - LTL,264,1.75,10301010
7/23/13 12:34,Rad Booty Apparel,7/22/13,Ship Cartons - LTL,62,0.5,10301010
7/24/13 9:34,Rad Booty Apparel,7/23/13,Ship Cartons - LTL,136,1,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Ship Cartons - LTL,231,1.5,10301010
7/26/13 12:28,Rad Booty Apparel,7/25/13,Ship Cartons - LTL,55,0.25,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Ship Cartons - LTL,340,2,10301010
7/30/13 9:56,Rad Booty Apparel,7/29/13,Ship Cartons - LTL,285,2,10301010
7/31/13 12:55,Rad Booty Apparel,7/30/13,Ship Cartons - LTL,206,1.75,10301010
8/1/13 12:57,Rad Booty Apparel,7/31/13,Ship Cartons - LTL,2002,15,10301010
7/2/13 13:44,Rad Booty Apparel,7/1/13,Ship Cartons - UPS and Fed Ex,46,1,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Ship Cartons - UPS and Fed Ex,357,8,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Ship Cartons - UPS and Fed Ex,234,5.5,10301010
7/8/13 12:34,Rad Booty Apparel,7/5/13,Ship Cartons - UPS and Fed Ex,124,3,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Ship Cartons - UPS and Fed Ex,143,3,10301010
7/10/13 11:53,Rad Booty Apparel,7/9/13,Ship Cartons - UPS and Fed Ex,425,9,10301010
7/11/13 12:09,Rad Booty Apparel,7/10/13,Ship Cartons - UPS and Fed Ex,142,3,10301010
7/12/13 13:58,Rad Booty Apparel,7/11/13,Ship Cartons - UPS and Fed Ex,111,2.5,10301010
7/15/13 12:15,Rad Booty Apparel,7/12/13,Ship Cartons - UPS and Fed Ex,93,2,10301010
7/16/13 12:12,Rad Booty Apparel,7/15/13,Ship Cartons - UPS and Fed Ex,113,2.5,10301010
7/17/13 12:11,Rad Booty Apparel,7/16/13,Ship Cartons - UPS and Fed Ex,285,6,10301010
7/18/13 12:16,Rad Booty Apparel,7/17/13,Ship Cartons - UPS and Fed Ex,118,3,10301010
7/19/13 12:26,Rad Booty Apparel,7/18/13,Ship Cartons - UPS and Fed Ex,139,3,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Ship Cartons - UPS and Fed Ex,132,3,10301010
7/23/13 12:33,Rad Booty Apparel,7/22/13,Ship Cartons - UPS and Fed Ex,197,4,10301010
7/24/13 9:34,Rad Booty Apparel,7/23/13,Ship Cartons - UPS and Fed Ex,433,9,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Ship Cartons - UPS and Fed Ex,133,3,10301010
7/26/13 12:28,Rad Booty Apparel,7/25/13,Ship Cartons - UPS and Fed Ex,139,3,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Ship Cartons - UPS and Fed Ex,187,4,10301010
7/30/13 9:54,Rad Booty Apparel,7/29/13,Ship Cartons - UPS and Fed Ex,154,3,10301010
7/31/13 12:55,Rad Booty Apparel,7/30/13,Ship Cartons - UPS and Fed Ex,251,5.5,10301010
8/1/13 12:57,Rad Booty Apparel,7/31/13,Ship Cartons - UPS and Fed Ex,139,3,10301010
7/12/13 13:59,Rad Booty Apparel,7/11/13,Special Projects,115,1,10301010
7/2/13 13:31,Rad Booty Apparel,7/1/13,Verify Tags,6800,24,10301010
7/3/13 12:50,Rad Booty Apparel,7/2/13,Verify Tags,3250,11.75,10301010
7/5/13 11:59,Rad Booty Apparel,7/3/13,Verify Tags,4850,17.5,10301010
7/8/13 12:32,Rad Booty Apparel,7/5/13,Verify Tags,1650,6,10301010
7/9/13 12:18,Rad Booty Apparel,7/8/13,Verify Tags,1650,6,10301010
7/10/13 11:52,Rad Booty Apparel,7/9/13,Verify Tags,5961,22.5,10301010
7/11/13 12:08,Rad Booty Apparel,7/10/13,Verify Tags,3250,11.75,10301010
7/12/13 13:52,Rad Booty Apparel,7/11/13,Verify Tags,4850,17.5,10301010
7/15/13 12:13,Rad Booty Apparel,7/12/13,Verify Tags,3250,11.75,10301010
7/16/13 12:11,Rad Booty Apparel,7/15/13,Verify Tags,4875,17.5,10301010
7/17/13 12:11,Rad Booty Apparel,7/16/13,Verify Tags,3850,14,10301010
7/18/13 12:16,Rad Booty Apparel,7/17/13,Verify Tags,7600,27,10301010
7/19/13 12:25,Rad Booty Apparel,7/18/13,Verify Tags,4850,17.5,10301010
7/22/13 12:47,Rad Booty Apparel,7/19/13,Verify Tags,3250,11.75,10301010
7/23/13 12:33,Rad Booty Apparel,7/22/13,Verify Tags,6450,23.25,10301010
7/24/13 9:33,Rad Booty Apparel,7/23/13,Verify Tags,5990,21.75,10301010
7/25/13 14:06,Rad Booty Apparel,7/24/13,Verify Tags,4850,17.5,10301010
7/26/13 12:27,Rad Booty Apparel,7/25/13,Verify Tags,3250,11.75,10301010
7/29/13 10:56,Rad Booty Apparel,7/26/13,Verify Tags,1790,6.5,10301010
7/30/13 9:47,Rad Booty Apparel,7/29/13,Verify Tags,2150,7.75,10301010
7/31/13 12:54,Rad Booty Apparel,7/30/13,Verify Tags,3250,12,10301010
7/25/13 14:08,Rad Booty Apparel,7/24/13,Receive Cartons,352,3.5,10301030
8/2/13 13:00,Rad Booty Apparel,8/1/13,Containers Received,2,0,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Receive GOH,6200,8.25,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Verify Tags,6200,22.5,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Put Away GOH,9625,6,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Bulk Pick GOH,5540,13,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Pick GOH,5540,25,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Pack GOH,333,23,10301010
8/2/13 13:00,Rad Booty Apparel,8/1/13,Ship Cartons - UPS and Fed Ex,189,4,10301010
8/5/13 13:23,Rad Booty Apparel,8/2/13,Containers Received,1,0,10301010
8/5/13 13:24,Rad Booty Apparel,8/2/13,Receive GOH,3263,4.25,10301010
8/5/13 13:24,Rad Booty Apparel,8/2/13,Verify Tags,3263,11.75,10301010
8/5/13 13:24,Rad Booty Apparel,8/2/13,Put Away GOH,9623,6,10301010
8/5/13 13:24,Rad Booty Apparel,8/2/13,Bulk Pick GOH,3220,7,10301010
8/5/13 13:24,Rad Booty Apparel,8/2/13,Pick GOH,3220,13.5,10301010
8/5/13 13:25,Rad Booty Apparel,8/2/13,Pack GOH,791,50,10301010
8/5/13 13:25,Rad Booty Apparel,8/2/13,Ship Cartons - UPS and Fed Ex,191,4,10301010
8/5/13 13:25,Rad Booty Apparel,8/2/13,Ship Cartons - LTL,617,4,10301010
8/6/13 13:02,Rad Booty Apparel,8/5/13,Containers Received,1,0,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Receive GOH,8040,10.75,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Verify Tags,8040,29.25,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Put Away GOH,8125,5,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Bulk Pick GOH,920,2,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Pick GOH,4362,19.25,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Pack GOH,801,75.5,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Ship Cartons - UPS and Fed Ex,161,4,10301010
8/6/13 13:03,Rad Booty Apparel,8/5/13,Ship Cartons - LTL,422,3,10301010
8/7/13 10:51,Rad Booty Apparel,8/3/13,Bulk Pick GOH,3225,5,10301010
8/7/13 10:51,Rad Booty Apparel,8/3/13,Ship Cartons - LTL,287,2,10301010
8/7/13 12:53,Rad Booty Apparel,8/6/13,Containers Received,2,0,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Receive GOH,7200,9,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Verify Tags,7200,24.5,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Put Away GOH,9625,6,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Bulk Pick GOH,8956,19,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Pick GOH,8860,38.5,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Pack GOH,2182,174.25,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Ship Cartons - UPS and Fed Ex,228,5,10301010
8/7/13 12:54,Rad Booty Apparel,8/6/13,Ship Cartons - LTL,324,2.25,10301010
8/8/13 12:05,Rad Booty Apparel,8/7/13,Containers Received,1,0,10301010
8/8/13 12:05,Rad Booty Apparel,8/7/13,Receive GOH,1650,2,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Verify Tags,1650,6,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Put Away GOH,9625,6,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Bulk Pick GOH,5960,13,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Pick GOH,5960,26,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Pack GOH,823,53,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Ship Cartons - UPS and Fed Ex,227,5,10301010
8/8/13 12:06,Rad Booty Apparel,8/7/13,Ship Cartons - LTL,1758,10.25,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Containers Received,1,0,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Receive GOH,1550,2,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Verify Tags,1550,5.5,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Bulk Pick GOH,2820,6,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Pick GOH,2820,12,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Pack GOH,713,49,10301010
8/9/13 10:01,Rad Booty Apparel,8/8/13,Ship Cartons - UPS and Fed Ex,103,2,10301010
8/9/13 10:02,Rad Booty Apparel,8/8/13,Ship Cartons - LTL,676,4.25,10301010
8/12/13 12:01,Rad Booty Apparel,8/9/13,Containers Received,1,0,10301010
8/12/13 12:04,Rad Booty Apparel,8/9/13,Receive GOH,2100,2.75,10301010
8/12/13 12:08,Rad Booty Apparel,8/9/13,Verify Tags,2100,7.5,10301010
8/12/13 12:09,Rad Booty Apparel,8/9/13,Put Away GOH,4875,3,10301010
8/12/13 12:09,Rad Booty Apparel,8/9/13,Bulk Pick GOH,3740,8,10301010
8/12/13 12:09,Rad Booty Apparel,8/9/13,Pick GOH,3745,16,10301010
8/12/13 12:09,Rad Booty Apparel,8/9/13,Pack GOH,671,62.5,10301010
8/12/13 12:09,Rad Booty Apparel,8/9/13,Ship Cartons - UPS and Fed Ex,313,7,10301010
8/12/13 12:09,Rad Booty Apparel,8/9/13,Ship Cartons - LTL,307,2,10301010
8/13/13 11:54,Rad Booty Apparel,8/12/13,Containers Received,2,0,10301010
8/13/13 11:57,Rad Booty Apparel,8/12/13,Receive GOH,5500,7.25,10301010
8/13/13 11:58,Rad Booty Apparel,8/12/13,Verify Tags,5500,20,10301010
8/13/13 11:58,Rad Booty Apparel,8/12/13,Put Away GOH,8115,5,10301010
8/13/13 11:59,Rad Booty Apparel,8/12/13,Bulk Pick GOH,3571,8,10301010
8/13/13 12:00,Rad Booty Apparel,8/12/13,Pick GOH,3510,11,10301010
8/13/13 12:00,Rad Booty Apparel,8/12/13,Pack GOH,591,47,10301010
8/13/13 12:00,Rad Booty Apparel,8/12/13,Ship Cartons - UPS and Fed Ex,92,2,10301010
8/13/13 12:01,Rad Booty Apparel,8/12/13,Ship Cartons - LTL,342,2,10301010
8/14/13 10:25,Rad Booty Apparel,8/13/13,Containers Received,1,0,10301010
8/14/13 10:25,Rad Booty Apparel,8/13/13,Receive GOH,6500,8.5,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Verify Tags,6500,23.5,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Put Away GOH,9800,6,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Bulk Pick GOH,4072,9,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Pick GOH,3378,15,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Pack GOH,621,47,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Ship Cartons - UPS and Fed Ex,384,8,10301010
8/14/13 10:26,Rad Booty Apparel,8/13/13,Ship Cartons - LTL,45,0.25,10301010
8/15/13 13:40,Rad Booty Apparel,8/14/13,Containers Received,2,0,10301010
8/15/13 13:40,Rad Booty Apparel,8/14/13,Receive GOH,7350,9.75,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Verify Tags,7350,26.25,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Put Away GOH,9738,5,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Bulk Pick GOH,2786,6,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Pick GOH,2786,12,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Pack GOH,662,49,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Ship Cartons - UPS and Fed Ex,149,3,10301010
8/15/13 13:41,Rad Booty Apparel,8/14/13,Ship Cartons - LTL,371,2,10301010
8/16/13 12:24,Rad Booty Apparel,8/15/13,Receive GOH,3850,5,10301010
8/16/13 12:24,Rad Booty Apparel,8/15/13,Verify Tags,3850,14,10301010
8/16/13 12:25,Rad Booty Apparel,8/15/13,Put Away GOH,9492,7,10301010
8/16/13 12:25,Rad Booty Apparel,8/15/13,Bulk Pick GOH,5426,14.25,10301010
8/16/13 12:25,Rad Booty Apparel,8/15/13,Pick GOH,1125,11,10301010
8/16/13 12:25,Rad Booty Apparel,8/15/13,Pack GOH,591,43.5,10301010
8/16/13 12:25,Rad Booty Apparel,8/15/13,Ship Cartons - UPS and Fed Ex,223,5,10301010
8/16/13 12:25,Rad Booty Apparel,8/15/13,Ship Cartons - LTL,385,2.25,10301010
8/19/13 12:28,Rad Booty Apparel,8/16/13,Containers Received,1,0,10301010
8/19/13 12:29,Rad Booty Apparel,8/16/13,Receive GOH,3250,4.25,10301010
8/19/13 12:29,Rad Booty Apparel,8/16/13,Verify Tags,3250,11.75,10301010
8/19/13 12:29,Rad Booty Apparel,8/16/13,Put Away GOH,8000,5,10301010
8/19/13 12:29,Rad Booty Apparel,8/16/13,Bulk Pick GOH,2697,6,10301010
8/19/13 12:29,Rad Booty Apparel,8/16/13,Pick GOH,1393,16.25,10301010
8/19/13 12:30,Rad Booty Apparel,8/16/13,Pack GOH,501,41.5,10301010
8/19/13 12:30,Rad Booty Apparel,8/16/13,Ship Cartons - UPS and Fed Ex,121,2.5,10301010
8/19/13 12:30,Rad Booty Apparel,8/16/13,Ship Cartons - LTL,57,0.5,10301010
8/20/13 11:59,Rad Booty Apparel,8/19/13,Containers Received,1,0,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Receive GOH,3250,4.25,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Verify Tags,3250,11.75,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Put Away GOH,12800,8,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Bulk Pick GOH,1375,12,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Pick GOH,2375,30,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Pack GOH,771,62.25,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Ship Cartons - UPS and Fed Ex,189,4,10301010
8/20/13 12:00,Rad Booty Apparel,8/19/13,Ship Cartons - LTL,219,1.5,10301010
8/21/13 11:38,Rad Booty Apparel,8/20/13,Containers Received,3,0,10301010
8/21/13 11:38,Rad Booty Apparel,8/20/13,Receive GOH,10126,13.25,10301010
8/21/13 11:39,Rad Booty Apparel,8/20/13,Verify Tags,10126,36.5,10301010
8/21/13 11:39,Rad Booty Apparel,8/20/13,Put Away GOH,10526,12,10301010
8/21/13 11:41,Rad Booty Apparel,8/20/13,Bulk Pick GOH,2096,14,10301010
8/21/13 11:42,Rad Booty Apparel,8/20/13,Pick GOH,2896,31.5,10301010
8/21/13 11:42,Rad Booty Apparel,8/20/13,Pack GOH,811,61,10301010
8/21/13 11:43,Rad Booty Apparel,8/20/13,Ship Cartons - UPS and Fed Ex,511,11,10301010
8/21/13 11:43,Rad Booty Apparel,8/20/13,Ship Cartons - LTL,120,0.75,10301010
8/22/13 13:41,Rad Booty Apparel,8/21/13,Containers Received,2,0,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Receive GOH,6750,9,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Verify Tags,6750,24.25,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Put Away GOH,15263,20,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Bulk Pick GOH,2036,10,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Pick GOH,3394,36,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Pack GOH,562,37,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Ship Cartons - UPS and Fed Ex,123,3,10301010
8/22/13 13:42,Rad Booty Apparel,8/21/13,Ship Cartons - LTL,268,1.75,10301010
8/23/13 13:41,Rad Booty Apparel,8/22/13,Containers Received,2,0,10301010
8/23/13 13:42,Rad Booty Apparel,8/22/13,Receive GOH,6500,8.5,10301010
8/23/13 13:42,Rad Booty Apparel,8/22/13,Verify Tags,6500,23.5,10301010
8/23/13 13:43,Rad Booty Apparel,8/22/13,Put Away GOH,12569,14,10301010
8/23/13 13:43,Rad Booty Apparel,8/22/13,Bulk Pick GOH,1818,9,10301010
8/23/13 13:43,Rad Booty Apparel,8/22/13,Pick GOH,2818,29,10301010
8/23/13 13:43,Rad Booty Apparel,8/22/13,Pack GOH,451,30,10301010
8/23/13 13:43,Rad Booty Apparel,8/22/13,Ship Cartons - UPS and Fed Ex,181,4,10301010
8/23/13 13:44,Rad Booty Apparel,8/22/13,Ship Cartons - LTL,50,0.25,10301010
8/26/13 11:48,Rad Booty Apparel,8/24/13,Pick GOH,129,7.5,10301010
8/26/13 12:28,Rad Booty Apparel,8/23/13,Containers Received,2,0,10301010
